Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,Game_Code
2018-10-16,8:00p,Philadelphia 76ers,87,Boston Celtics,105,Box Score,,18624,TD Garden,,16102018_phi_bos
2018-10-16,10:30p,Oklahoma City Thunder,100,Golden State Warriors,108,Box Score,,19596,Oracle Arena,,16102018_okc_gs
2018-10-17,7:00p,Milwaukee Bucks,113,Charlotte Hornets,112,Box Score,,17889,Spectrum Center,,17102018_mil_cha
2018-10-17,7:00p,Brooklyn Nets,100,Detroit Pistons,103,Box Score,,20332,Little Caesars Arena,,17102018_bkn_det
2018-10-17,8:00p,New Orleans Pelicans,131,Houston Rockets,112,Box Score,,18055,Toyota Center,,17102018_no_hou
2018-10-17,7:00p,Memphis Grizzlies,83,Indiana Pacers,111,Box Score,,17923,Bankers Life Fieldhouse,,17102018_mem_ind
2018-10-17,10:30p,Denver Nuggets,107,Los Angeles Clippers,98,Box Score,,19068,STAPLES Center,,17102018_den_lac
2018-10-17,7:30p,Atlanta Hawks,107,New York Knicks,126,Box Score,,18249,Madison Square Garden (IV),,17102018_atl_ny
2018-10-17,7:00p,Miami Heat,101,Orlando Magic,104,Box Score,,19191,Amway Center,,17102018_mia_orl
2018-10-17,10:30p,Dallas Mavericks,100,Phoenix Suns,121,Box Score,,18055,Talking Stick Resort Arena,,17102018_dal_phx
2018-10-17,10:00p,Utah Jazz,123,Sacramento Kings,117,Box Score,,17583,Golden 1 Center,,17102018_uta_sac
2018-10-17,8:30p,Minnesota Timberwolves,108,San Antonio Spurs,112,Box Score,,18354,AT&T Center,,17102018_min_sa
2018-10-17,7:30p,Cleveland Cavaliers,104,Toronto Raptors,116,Box Score,,19915,Scotiabank Arena,,17102018_cle_tor
2018-10-18,8:00p,Chicago Bulls,108,Philadelphia 76ers,127,Box Score,,20302,Wells Fargo Center,,18102018_chi_phi
2018-10-18,10:30p,Los Angeles Lakers,119,Portland Trail Blazers,128,Box Score,,19996,Moda Center,,18102018_lal_por
2018-10-18,8:00p,Miami Heat,113,Washington Wizards,112,Box Score,,20409,Capital One Arena,,18102018_mia_wsh
2018-10-19,7:30p,New York Knicks,105,Brooklyn Nets,107,Box Score,,17732,Barclays Center,,19102018_ny_bkn
2018-10-19,10:30p,Oklahoma City Thunder,92,Los Angeles Clippers,108,Box Score,,14816,STAPLES Center,,19102018_okc_lac
2018-10-19,8:00p,Atlanta Hawks,117,Memphis Grizzlies,131,Box Score,,17019,FedEx Forum,,19102018_atl_mem
2018-10-19,8:30p,Indiana Pacers,101,Milwaukee Bucks,118,Box Score,,17341,Fiserv Forum,,19102018_ind_mil
2018-10-19,8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,131,Box Score,,18978,Target Center,,19102018_cle_min
2018-10-19,8:00p,Sacramento Kings,129,New Orleans Pelicans,149,Box Score,,18337,Smoothie King Center,,19102018_sac_no
2018-10-19,7:00p,Charlotte Hornets,120,Orlando Magic,88,Box Score,,17668,Amway Center,,19102018_cha_orl
2018-10-19,8:00p,Boston Celtics,101,Toronto Raptors,113,Box Score,,19800,Scotiabank Arena,,19102018_bos_tor
2018-10-19,10:30p,Golden State Warriors,124,Utah Jazz,123,Box Score,,18306,Vivint Smart Home Arena,,19102018_gs_uta
2018-10-20,8:00p,Detroit Pistons,118,Chicago Bulls,116,Box Score,,21289,United Center,,20102018_det_chi
2018-10-20,8:30p,Minnesota Timberwolves,136,Dallas Mavericks,140,Box Score,,20205,American Airlines Center,,20102018_min_dal
2018-10-20,9:00p,Phoenix Suns,91,Denver Nuggets,119,Box Score,,19592,Pepsi Center,,20102018_phx_den
2018-10-20,7:00p,Brooklyn Nets,112,Indiana Pacers,132,Box Score,,17007,Bankers Life Fieldhouse,,20102018_bkn_ind
2018-10-20,10:30p,Houston Rockets,124,Los Angeles Lakers,115,Box Score,,18997,STAPLES Center,,20102018_hou_lal
2018-10-20,8:00p,Charlotte Hornets,113,Miami Heat,112,Box Score,,19600,AmericanAirlines Arena,,20102018_cha_mia
2018-10-20,7:30p,Boston Celtics,103,New York Knicks,101,Box Score,,19427,Madison Square Garden (IV),,20102018_bos_ny
2018-10-20,7:30p,Orlando Magic,115,Philadelphia 76ers,116,Box Score,,20300,Wells Fargo Center,,20102018_orl_phi
2018-10-20,10:00p,San Antonio Spurs,108,Portland Trail Blazers,121,Box Score,,19461,Moda Center,,20102018_sa_por
2018-10-20,7:00p,Toronto Raptors,117,Washington Wizards,113,Box Score,,16185,Capital One Arena,,20102018_tor_wsh
2018-10-21,6:00p,Atlanta Hawks,133,Cleveland Cavaliers,111,Box Score,,19432,Quicken Loans Arena,,21102018_atl_cle
2018-10-21,8:00p,Golden State Warriors,98,Denver Nuggets,100,Box Score,,19520,Pepsi Center,,21102018_gs_den
2018-10-21,9:00p,Houston Rockets,112,Los Angeles Clippers,115,Box Score,,16149,STAPLES Center,,21102018_hou_lac
2018-10-21,7:00p,Sacramento Kings,131,Oklahoma City Thunder,120,Box Score,,18203,Chesapeake Energy Arena,,21102018_sac_okc
2018-10-22,7:30p,Orlando Magic,93,Boston Celtics,90,Box Score,,18624,TD Garden,,22102018_orl_bos
2018-10-22,8:30p,Chicago Bulls,109,Dallas Mavericks,115,Box Score,,19291,American Airlines Center,,22102018_chi_dal
2018-10-22,10:30p,Phoenix Suns,103,Golden State Warriors,123,Box Score,,19596,Oracle Arena,,22102018_phx_gs
2018-10-22,10:30p,San Antonio Spurs,143,Los Angeles Lakers,142,Box Score,OT,18997,STAPLES Center,,22102018_sa_lal
2018-10-22,8:00p,New York Knicks,113,Milwaukee Bucks,124,Box Score,,16228,Fiserv Forum,,22102018_ny_mil
2018-10-22,8:00p,Indiana Pacers,91,Minnesota Timberwolves,101,Box Score,,10371,Target Center,,22102018_ind_min
2018-10-22,10:00p,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,19187,Moda Center,,22102018_wsh_por
2018-10-22,7:30p,Charlotte Hornets,106,Toronto Raptors,127,Box Score,,19800,Scotiabank Arena,,22102018_cha_tor
2018-10-22,9:00p,Memphis Grizzlies,92,Utah Jazz,84,Box Score,,18306,Vivint Smart Home Arena,,22102018_mem_uta
2018-10-23,9:00p,Sacramento Kings,112,Denver Nuggets,126,Box Score,,13214,Pepsi Center,,23102018_sac_den
2018-10-23,7:00p,Philadelphia 76ers,132,Detroit Pistons,133,Box Score,OT,14418,Little Caesars Arena,,23102018_phi_det
2018-10-23,8:00p,Los Angeles Clippers,109,New Orleans Pelicans,116,Box Score,,14625,Smoothie King Center,,23102018_lac_no
2018-10-24,7:00p,Dallas Mavericks,104,Atlanta Hawks,111,Box Score,,16705,State Farm Arena,,24102018_dal_atl
2018-10-24,8:00p,Charlotte Hornets,110,Chicago Bulls,112,Box Score,,19170,United Center,,24102018_cha_chi
2018-10-24,7:00p,Brooklyn Nets,102,Cleveland Cavaliers,86,Box Score,,19432,Quicken Loans Arena,,24102018_bkn_cle
2018-10-24,10:30p,Washington Wizards,122,Golden State Warriors,144,Box Score,,19596,Oracle Arena,,24102018_wsh_gs
2018-10-24,8:00p,Utah Jazz,100,Houston Rockets,89,Box Score,,18055,Toyota Center,,24102018_uta_hou
2018-10-24,7:30p,New York Knicks,87,Miami Heat,110,Box Score,,19600,AmericanAirlines Arena,,24102018_ny_mia
2018-10-24,9:30p,Philadelphia 76ers,108,Milwaukee Bucks,123,Box Score,,17341,Fiserv Forum,,24102018_phi_mil
2018-10-24,10:00p,Los Angeles Lakers,131,Phoenix Suns,113,Box Score,,18055,Talking Stick Resort Arena,,24102018_lal_phx
2018-10-24,10:00p,Memphis Grizzlies,92,Sacramento Kings,97,Box Score,,14198,Golden 1 Center,,24102018_mem_sac
2018-10-24,8:30p,Indiana Pacers,116,San Antonio Spurs,96,Box Score,,18354,AT&T Center,,24102018_ind_sa
2018-10-24,7:30p,Minnesota Timberwolves,105,Toronto Raptors,112,Box Score,,19800,Scotiabank Arena,,24102018_min_tor
2018-10-25,7:00p,Cleveland Cavaliers,103,Detroit Pistons,110,Box Score,,15896,Little Caesars Arena,,25102018_cle_det
2018-10-25,10:30p,Denver Nuggets,114,Los Angeles Lakers,121,Box Score,,18997,STAPLES Center,,25102018_den_lal
2018-10-25,8:00p,Boston Celtics,101,Oklahoma City Thunder,95,Box Score,,18203,Chesapeake Energy Arena,,25102018_bos_okc
2018-10-25,7:00p,Portland Trail Blazers,128,Orlando Magic,114,Box Score,,15114,Amway Center,,25102018_por_orl
2018-10-26,7:00p,Chicago Bulls,106,Charlotte Hornets,135,Box Score,,15220,Spectrum Center,,26102018_chi_cha
2018-10-26,8:00p,Los Angeles Clippers,133,Houston Rockets,113,Box Score,,18055,Toyota Center,,26102018_lac_hou
2018-10-26,8:00p,Milwaukee Bucks,125,Minnesota Timberwolves,95,Box Score,,16334,Target Center,,26102018_mil_min
2018-10-26,8:00p,Brooklyn Nets,115,New Orleans Pelicans,117,Box Score,,15272,Smoothie King Center,,26102018_bkn_no
2018-10-26,7:30p,Golden State Warriors,128,New York Knicks,100,Box Score,,19812,Madison Square Garden (IV),,26102018_gs_ny
2018-10-26,10:00p,Washington Wizards,112,Sacramento Kings,116,Box Score,,14101,Golden 1 Center,,26102018_wsh_sac
2018-10-26,7:30p,Dallas Mavericks,107,Toronto Raptors,116,Box Score,,19800,Scotiabank Arena,,26102018_dal_tor
2018-10-27,7:30p,Chicago Bulls,97,Atlanta Hawks,85,Box Score,,15549,State Farm Arena,,27102018_chi_atl
2018-10-27,7:30p,Indiana Pacers,119,Cleveland Cavaliers,107,Box Score,,19432,Quicken Loans Arena,,27102018_ind_cle
2018-10-27,7:00p,Boston Celtics,109,Detroit Pistons,89,Box Score,,18120,Little Caesars Arena,,27102018_bos_det
2018-10-27,8:00p,Phoenix Suns,96,Memphis Grizzlies,117,Box Score,,15926,FedEx Forum,,27102018_phx_mem
2018-10-27,8:00p,Portland Trail Blazers,111,Miami Heat,120,Box Score,,19600,AmericanAirlines Arena,,27102018_por_mia
2018-10-27,8:30p,Orlando Magic,91,Milwaukee Bucks,113,Box Score,,17341,Fiserv Forum,,27102018_orl_mil
2018-10-27,7:00p,Utah Jazz,132,New Orleans Pelicans,111,Box Score,,16373,Smoothie King Center,,27102018_uta_no
2018-10-27,7:30p,Charlotte Hornets,103,Philadelphia 76ers,105,Box Score,,20203,Wells Fargo Center,,27102018_cha_phi
2018-10-27,8:30p,Los Angeles Lakers,106,San Antonio Spurs,110,Box Score,,18589,AT&T Center,,27102018_lal_sa
2018-10-28,5:00p,Golden State Warriors,120,Brooklyn Nets,114,Box Score,,17732,Barclays Center,,28102018_gs_bkn
2018-10-28,7:00p,Utah Jazz,113,Dallas Mavericks,104,Box Score,,19571,American Airlines Center,,28102018_uta_dal
2018-10-28,9:30p,Washington Wizards,104,Los Angeles Clippers,136,Box Score,,16491,STAPLES Center,,28102018_wsh_lac
2018-10-28,7:00p,Phoenix Suns,110,Oklahoma City Thunder,117,Box Score,,18203,Chesapeake Energy Arena,,28102018_phx_okc
2018-10-29,8:00p,Golden State Warriors,149,Chicago Bulls,124,Box Score,,21076,United Center,,29102018_gs_chi
2018-10-29,9:00p,New Orleans Pelicans,111,Denver Nuggets,116,Box Score,,15217,Pepsi Center,,29102018_no_den
2018-10-29,7:00p,Portland Trail Blazers,103,Indiana Pacers,93,Box Score,,15788,Bankers Life Fieldhouse,,29102018_por_ind
2018-10-29,7:30p,Sacramento Kings,123,Miami Heat,113,Box Score,,19600,AmericanAirlines Arena,,29102018_sac_mia
2018-10-29,8:00p,Toronto Raptors,109,Milwaukee Bucks,124,Box Score,,17341,Fiserv Forum,,29102018_tor_mil
2018-10-29,8:00p,Los Angeles Lakers,120,Minnesota Timberwolves,124,Box Score,,18978,Target Center,,29102018_lal_min
2018-10-29,7:30p,Brooklyn Nets,96,New York Knicks,115,Box Score,,19221,Madison Square Garden (IV),,29102018_bkn_ny
2018-10-29,7:00p,Atlanta Hawks,92,Philadelphia 76ers,113,Box Score,,20269,Wells Fargo Center,,29102018_atl_phi
2018-10-29,8:30p,Dallas Mavericks,108,San Antonio Spurs,113,Box Score,OT,18354,AT&T Center,,29102018_dal_sa
2018-10-30,7:30p,Detroit Pistons,105,Boston Celtics,108,Box Score,,18624,TD Garden,,30102018_det_bos
2018-10-30,7:00p,Miami Heat,113,Charlotte Hornets,125,Box Score,,14117,Spectrum Center,,30102018_mia_cha
2018-10-30,7:00p,Atlanta Hawks,114,Cleveland Cavaliers,136,Box Score,,19432,Quicken Loans Arena,,30102018_atl_cle
2018-10-30,8:00p,Portland Trail Blazers,104,Houston Rockets,85,Box Score,,18055,Toyota Center,,30102018_por_hou
2018-10-30,8:00p,Washington Wizards,95,Memphis Grizzlies,107,Box Score,,14106,FedEx Forum,,30102018_wsh_mem
2018-10-30,8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,128,Box Score,,18203,Chesapeake Energy Arena,,30102018_lac_okc
2018-10-30,7:00p,Sacramento Kings,107,Orlando Magic,99,Box Score,,15074,Amway Center,,30102018_sac_orl
2018-10-30,7:30p,Philadelphia 76ers,112,Toronto Raptors,129,Box Score,,19800,Scotiabank Arena,,30102018_phi_tor
2018-10-31,7:30p,Detroit Pistons,119,Brooklyn Nets,120,Box Score,OT,12862,Barclays Center,,31102018_det_bkn
2018-10-31,8:00p,Denver Nuggets,108,Chicago Bulls,107,Box Score,OT,19027,United Center,,31102018_den_chi
2018-10-31,10:30p,New Orleans Pelicans,121,Golden State Warriors,131,Box Score,,19596,Oracle Arena,,31102018_no_gs
2018-10-31,10:30p,Dallas Mavericks,113,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,,31102018_dal_lal
2018-10-31,8:00p,Utah Jazz,125,Minnesota Timberwolves,128,Box Score,,10079,Target Center,,31102018_uta_min
2018-10-31,8:00p,Indiana Pacers,107,New York Knicks,101,Box Score,,18295,Madison Square Garden (IV),,31102018_ind_ny
2018-10-31,10:30p,San Antonio Spurs,120,Phoenix Suns,90,Box Score,,12328,Talking Stick Resort Arena,,31102018_sa_phx
2018-11-01,7:30p,Sacramento Kings,146,Atlanta Hawks,115,Box Score,,12095,State Farm Arena,,01112018_sac_atl
2018-11-01,8:00p,Milwaukee Bucks,113,Boston Celtics,117,Box Score,,18624,TD Garden,,01112018_mil_bos
2018-11-01,7:00p,Oklahoma City Thunder,111,Charlotte Hornets,107,Box Score,,14583,Spectrum Center,,01112018_okc_cha
2018-11-01,7:00p,Denver Nuggets,110,Cleveland Cavaliers,91,Box Score,,19432,Quicken Loans Arena,,01112018_den_cle
2018-11-01,7:00p,Los Angeles Clippers,113,Philadelphia 76ers,122,Box Score,,20246,Wells Fargo Center,,01112018_lac_phi
2018-11-01,10:30p,New Orleans Pelicans,119,Portland Trail Blazers,132,Box Score,,18921,Moda Center,,01112018_no_por
2018-11-02,7:30p,Houston Rockets,119,Brooklyn Nets,111,Box Score,,14013,Barclays Center,,02112018_hou_bkn
2018-11-02,8:00p,Indiana Pacers,107,Chicago Bulls,105,Box Score,,19704,United Center,,02112018_ind_chi
2018-11-02,8:30p,New York Knicks,118,Dallas Mavericks,106,Box Score,,20008,American Airlines Center,,02112018_ny_dal
2018-11-02,10:30p,Minnesota Timberwolves,99,Golden State Warriors,116,Box Score,,19596,Oracle Arena,,02112018_min_gs
2018-11-02,7:00p,Los Angeles Clippers,120,Orlando Magic,95,Box Score,,15953,Amway Center,,02112018_lac_orl
2018-11-02,10:00p,Toronto Raptors,107,Phoenix Suns,98,Box Score,,15843,Talking Stick Resort Arena,,02112018_tor_phx
2018-11-02,9:00p,Memphis Grizzlies,110,Utah Jazz,100,Box Score,,18306,Vivint Smart Home Arena,,02112018_mem_uta
2018-11-02,8:00p,Oklahoma City Thunder,134,Washington Wizards,111,Box Score,,20409,Capital One Arena,,02112018_okc_wsh
2018-11-03,7:30p,Miami Heat,118,Atlanta Hawks,123,Box Score,,16303,State Farm Arena,,03112018_mia_atl
2018-11-03,7:00p,Cleveland Cavaliers,94,Charlotte Hornets,126,Box Score,,16221,Spectrum Center,,03112018_cle_cha
2018-11-03,8:00p,Houston Rockets,96,Chicago Bulls,88,Box Score,,20505,United Center,,03112018_hou_chi
2018-11-03,9:00p,Utah Jazz,88,Denver Nuggets,103,Box Score,,19520,Pepsi Center,,03112018_uta_den
2018-11-03,7:00p,Boston Celtics,101,Indiana Pacers,102,Box Score,,17505,Bankers Life Fieldhouse,,03112018_bos_ind
2018-11-03,1:00p,Detroit Pistons,99,Philadelphia 76ers,109,Box Score,,20289,Wells Fargo Center,,03112018_det_phi
2018-11-03,10:00p,Los Angeles Lakers,114,Portland Trail Blazers,110,Box Score,,19848,Moda Center,,03112018_lal_por
2018-11-03,8:30p,New Orleans Pelicans,95,San Antonio Spurs,109,Box Score,,18354,AT&T Center,,03112018_no_sa
2018-11-04,6:00p,Philadelphia 76ers,97,Brooklyn Nets,122,Box Score,,12826,Barclays Center,,04112018_phi_bkn
2018-11-04,9:30p,Toronto Raptors,121,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,,04112018_tor_lal
2018-11-04,3:30p,Sacramento Kings,109,Milwaukee Bucks,144,Box Score,,17341,Fiserv Forum,,04112018_sac_mil
2018-11-04,8:00p,Memphis Grizzlies,100,Phoenix Suns,102,Box Score,,13074,Talking Stick Resort Arena,,04112018_mem_phx
2018-11-04,9:00p,Minnesota Timberwolves,81,Portland Trail Blazers,111,Box Score,,19522,Moda Center,,04112018_min_por
2018-11-04,7:00p,Orlando Magic,117,San Antonio Spurs,110,Box Score,,18354,AT&T Center,,04112018_orl_sa
2018-11-04,6:00p,New York Knicks,95,Washington Wizards,108,Box Score,,16679,Capital One Arena,,04112018_ny_wsh
2018-11-05,9:00p,Boston Celtics,107,Denver Nuggets,115,Box Score,,19520,Pepsi Center,,05112018_bos_den
2018-11-05,7:00p,Miami Heat,120,Detroit Pistons,115,Box Score,OT,14148,Little Caesars Arena,,05112018_mia_det
2018-11-05,10:30p,Memphis Grizzlies,101,Golden State Warriors,117,Box Score,,19596,Oracle Arena,,05112018_mem_gs
2018-11-05,7:00p,Houston Rockets,98,Indiana Pacers,94,Box Score,,14735,Bankers Life Fieldhouse,,05112018_hou_ind
2018-11-05,10:30p,Minnesota Timberwolves,109,Los Angeles Clippers,120,Box Score,,16564,STAPLES Center,,05112018_min_lac
2018-11-05,7:30p,Chicago Bulls,116,New York Knicks,115,Box Score,2OT,19812,Madison Square Garden (IV),,05112018_chi_ny
2018-11-05,8:00p,New Orleans Pelicans,116,Oklahoma City Thunder,122,Box Score,,18203,Chesapeake Energy Arena,,05112018_no_okc
2018-11-05,7:00p,Cleveland Cavaliers,100,Orlando Magic,102,Box Score,,15009,Amway Center,,05112018_cle_orl
2018-11-05,9:00p,Toronto Raptors,124,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,,05112018_tor_uta
2018-11-06,7:00p,Atlanta Hawks,102,Charlotte Hornets,113,Box Score,,13955,Spectrum Center,,06112018_atl_cha
2018-11-06,8:30p,Washington Wizards,100,Dallas Mavericks,119,Box Score,,19234,American Airlines Center,,06112018_wsh_dal
2018-11-06,9:00p,Brooklyn Nets,104,Phoenix Suns,82,Box Score,,14205,Talking Stick Resort Arena,,06112018_bkn_phx
2018-11-06,10:00p,Milwaukee Bucks,103,Portland Trail Blazers,118,Box Score,,19512,Moda Center,,06112018_mil_por
2018-11-07,7:30p,New York Knicks,112,Atlanta Hawks,107,Box Score,,12412,State Farm Arena,,07112018_ny_atl
2018-11-07,7:00p,Oklahoma City Thunder,95,Cleveland Cavaliers,86,Box Score,,19432,Quicken Loans Arena,,07112018_okc_cle
2018-11-07,8:00p,Philadelphia 76ers,100,Indiana Pacers,94,Box Score,,16434,Bankers Life Fieldhouse,,07112018_phi_ind
2018-11-07,10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,114,Box Score,,18997,STAPLES Center,,07112018_min_lal
2018-11-07,8:00p,Denver Nuggets,87,Memphis Grizzlies,89,Box Score,,15832,FedEx Forum,,07112018_den_mem
2018-11-07,7:30p,San Antonio Spurs,88,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,,07112018_sa_mia
2018-11-07,8:00p,Chicago Bulls,98,New Orleans Pelicans,107,Box Score,,15514,Smoothie King Center,,07112018_chi_no
2018-11-07,7:00p,Detroit Pistons,103,Orlando Magic,96,Box Score,,16103,Amway Center,,07112018_det_orl
2018-11-07,10:00p,Toronto Raptors,114,Sacramento Kings,105,Box Score,,17583,Golden 1 Center,,07112018_tor_sac
2018-11-07,9:00p,Dallas Mavericks,102,Utah Jazz,117,Box Score,,18306,Vivint Smart Home Arena,,07112018_dal_uta
2018-11-08,10:30p,Milwaukee Bucks,134,Golden State Warriors,111,Box Score,,19596,Oracle Arena,,08112018_mil_gs
2018-11-08,8:00p,Houston Rockets,80,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,,08112018_hou_okc
2018-11-08,9:00p,Boston Celtics,116,Phoenix Suns,109,Box Score,OT,17359,Talking Stick Resort Arena,,08112018_bos_phx
2018-11-08,10:00p,Los Angeles Clippers,105,Portland Trail Blazers,116,Box Score,,19170,Moda Center,,08112018_lac_por
2018-11-09,7:30p,Detroit Pistons,124,Atlanta Hawks,109,Box Score,,14759,State Farm Arena,,09112018_det_atl
2018-11-09,9:00p,Brooklyn Nets,112,Denver Nuggets,110,Box Score,,19520,Pepsi Center,,09112018_bkn_den
2018-11-09,8:00p,Indiana Pacers,110,Miami Heat,102,Box Score,,19600,AmericanAirlines Arena,,09112018_ind_mia
2018-11-09,7:00p,Washington Wizards,108,Orlando Magic,117,Box Score,,16562,Amway Center,,09112018_wsh_orl
2018-11-09,7:00p,Charlotte Hornets,132,Philadelphia 76ers,133,Box Score,OT,20424,Wells Fargo Center,,09112018_cha_phi
2018-11-09,10:00p,Minnesota Timberwolves,110,Sacramento Kings,121,Box Score,,17583,Golden 1 Center,,09112018_min_sac
2018-11-09,9:30p,Boston Celtics,115,Utah Jazz,123,Box Score,,18306,Vivint Smart Home Arena,,09112018_bos_uta
2018-11-10,8:00p,Cleveland Cavaliers,98,Chicago Bulls,99,Box Score,,21506,United Center,,10112018_cle_chi
2018-11-10,9:00p,Oklahoma City Thunder,96,Dallas Mavericks,111,Box Score,,19818,American Airlines Center,,10112018_okc_dal
2018-11-10,8:30p,Brooklyn Nets,100,Golden State Warriors,116,Box Score,,19596,Oracle Arena,,10112018_bkn_gs
2018-11-10,3:30p,Milwaukee Bucks,126,Los Angeles Clippers,128,Box Score,OT,17486,STAPLES Center,,10112018_mil_lac
2018-11-10,8:00p,Philadelphia 76ers,106,Memphis Grizzlies,112,Box Score,OT,16904,FedEx Forum,,10112018_phi_mem
2018-11-10,8:00p,Washington Wizards,116,Miami Heat,110,Box Score,,19600,AmericanAirlines Arena,,10112018_wsh_mia
2018-11-10,7:00p,Phoenix Suns,99,New Orleans Pelicans,119,Box Score,,15222,Smoothie King Center,,10112018_phx_no
2018-11-10,10:00p,Los Angeles Lakers,101,Sacramento Kings,86,Box Score,,17583,Golden 1 Center,,10112018_lal_sac
2018-11-10,8:30p,Houston Rockets,89,San Antonio Spurs,96,Box Score,,18354,AT&T Center,,10112018_hou_sa
2018-11-10,3:00p,New York Knicks,112,Toronto Raptors,128,Box Score,,19800,Scotiabank Arena,,10112018_ny_tor
2018-11-11,8:00p,Milwaukee Bucks,121,Denver Nuggets,114,Box Score,,19520,Pepsi Center,,11112018_mil_den
2018-11-11,3:30p,Charlotte Hornets,113,Detroit Pistons,103,Box Score,,15133,Little Caesars Arena,,11112018_cha_det
2018-11-11,7:00p,Indiana Pacers,103,Houston Rockets,115,Box Score,,18055,Toyota Center,,11112018_ind_hou
2018-11-11,9:30p,Atlanta Hawks,106,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,,11112018_atl_lal
2018-11-11,7:30p,Orlando Magic,115,New York Knicks,89,Box Score,,19812,Madison Square Garden (IV),,11112018_orl_ny
2018-11-11,9:00p,Boston Celtics,94,Portland Trail Blazers,100,Box Score,,19712,Moda Center,,11112018_bos_por
2018-11-12,8:00p,Dallas Mavericks,103,Chicago Bulls,98,Box Score,,19012,United Center,,12112018_dal_chi
2018-11-12,10:30p,Golden State Warriors,116,Los Angeles Clippers,121,Box Score,OT,19068,STAPLES Center,,12112018_gs_lac
2018-11-12,8:00p,Utah Jazz,96,Memphis Grizzlies,88,Box Score,,13477,FedEx Forum,,12112018_uta_mem
2018-11-12,7:30p,Philadelphia 76ers,124,Miami Heat,114,Box Score,,19600,AmericanAirlines Arena,,12112018_phi_mia
2018-11-12,8:00p,Brooklyn Nets,113,Minnesota Timberwolves,120,Box Score,,10186,Target Center,,12112018_bkn_min
2018-11-12,8:00p,Phoenix Suns,101,Oklahoma City Thunder,118,Box Score,,18203,Chesapeake Energy Arena,,12112018_phx_okc
2018-11-12,10:00p,San Antonio Spurs,99,Sacramento Kings,104,Box Score,,15500,Golden 1 Center,,12112018_sa_sac
2018-11-12,7:30p,New Orleans Pelicans,126,Toronto Raptors,110,Box Score,,19800,Scotiabank Arena,,12112018_no_tor
2018-11-12,7:00p,Orlando Magic,109,Washington Wizards,117,Box Score,,15346,Capital One Arena,,12112018_orl_wsh
2018-11-13,7:00p,Charlotte Hornets,89,Cleveland Cavaliers,113,Box Score,,19432,Quicken Loans Arena,,13112018_cha_cle
2018-11-13,9:00p,Houston Rockets,109,Denver Nuggets,99,Box Score,,16741,Pepsi Center,,13112018_hou_den
2018-11-13,10:30p,Atlanta Hawks,103,Golden State Warriors,110,Box Score,,19596,Oracle Arena,,13112018_atl_gs
2018-11-14,7:30p,Chicago Bulls,82,Boston Celtics,111,Box Score,,18624,TD Garden,,14112018_chi_bos
2018-11-14,7:30p,Miami Heat,120,Brooklyn Nets,107,Box Score,,13317,Barclays Center,,14112018_mia_bkn
2018-11-14,8:30p,Utah Jazz,68,Dallas Mavericks,118,Box Score,,19371,American Airlines Center,,14112018_uta_dal
2018-11-14,10:30p,Portland Trail Blazers,117,Los Angeles Lakers,126,Box Score,,18997,STAPLES Center,,14112018_por_lal
2018-11-14,8:00p,Memphis Grizzlies,116,Milwaukee Bucks,113,Box Score,,16817,Fiserv Forum,,14112018_mem_mil
2018-11-14,8:00p,New Orleans Pelicans,100,Minnesota Timberwolves,107,Box Score,,11636,Target Center,,14112018_no_min
2018-11-14,8:00p,New York Knicks,103,Oklahoma City Thunder,128,Box Score,,18203,Chesapeake Energy Arena,,14112018_ny_okc
2018-11-14,7:00p,Philadelphia 76ers,106,Orlando Magic,111,Box Score,,15921,Amway Center,,14112018_phi_orl
2018-11-14,9:00p,San Antonio Spurs,96,Phoenix Suns,116,Box Score,,14532,Talking Stick Resort Arena,,14112018_sa_phx
2018-11-14,7:30p,Detroit Pistons,106,Toronto Raptors,104,Box Score,,19800,Scotiabank Arena,,14112018_det_tor
2018-11-14,7:00p,Cleveland Cavaliers,95,Washington Wizards,119,Box Score,,14537,Capital One Arena,,14112018_cle_wsh
2018-11-15,9:00p,Atlanta Hawks,93,Denver Nuggets,138,Box Score,,15103,Pepsi Center,,15112018_atl_den
2018-11-15,8:00p,Golden State Warriors,86,Houston Rockets,107,Box Score,,18055,Toyota Center,,15112018_gs_hou
2018-11-15,10:30p,San Antonio Spurs,111,Los Angeles Clippers,116,Box Score,,17463,STAPLES Center,,15112018_sa_lac
2018-11-16,7:00p,Toronto Raptors,116,Boston Celtics,123,Box Score,OT,18624,TD Garden,,16112018_tor_bos
2018-11-16,7:00p,Miami Heat,91,Indiana Pacers,99,Box Score,,17923,Bankers Life Fieldhouse,,16112018_mia_ind
